Threads,Runtime (s),Speedup
1,0.4988355,1.0034327666666667
2,0.2612329666666667,1.9156616666666666
4,0.138162,3.6214236666666664
7,0.08457138,5.923139
8,0.07335442333333334,6.832088
16,0.04260986,11.778446666666667
20,0.03512293,14.317646666666667
40,0.02538274,20.025216666666665
